state,PUMANO,HHID,serialno,HHSz
53,1900,266634,266634,5
53,1900,296799,296799,6
53,1900,156270,156270,3
53,1900,224215,224215,2
53,1900,185214,185214,1
53,1900,448940,448940,2
53,1900,392602,392602,1
53,1900,184518,184518,2
53,1900,490068,490068,4
53,1900,195823,195823,4
53,1900,94834,94834,1
53,1900,94806,94806,1
53,1900,365286,365286,1
53,1900,416425,416425,4
53,1900,275213,275213,4
53,1900,157107,157107,2
53,1900,26693,26693,2
53,1900,458838,458838,3
53,1900,459717,459717,4
53,1900,459987,459987,4
53,1900,149690,149690,3
53,1900,489825,489825,2
53,1900,345588,345588,2
53,1900,94349,94349,1
53,1900,215375,215375,2
53,1900,94205,94205,3
53,1900,463514,463514,3
53,1900,215793,215793,1
53,1900,279205,279205,2
53,1900,94385,94385,2
53,1900,207099,207099,4
53,1900,57072,57072,2
53,1900,107345,107345,1
53,1900,356346,356346,1
53,1900,490109,490109,2
53,1900,358092,358092,1
53,1900,276982,276982,6
53,1900,144380,144380,4
53,1900,277980,277980,2
53,1900,61947,61947,2
53,1900,337678,337678,1
53,1900,223786,223786,2
53,1900,223747,223747,2
53,1900,403488,403488,1
53,1900,362022,362022,1
53,1900,95331,95331,1
53,1900,356743,356743,4
53,1900,496334,496334,1
53,1900,301038,301038,1
53,1900,271465,271465,4
53,1900,395010,395010,5
53,1900,282820,282820,5
53,1900,24080,24080,2
53,1900,190652,190652,2
53,1900,401689,401689,4
53,1900,59920,59920,4
53,1900,53820,53820,2
53,1900,143063,143063,4
53,1900,307619,307619,2
53,1900,273904,273904,1
53,1900,211133,211133,3
53,1900,494608,494608,1
53,1900,104989,104989,4
53,1900,281996,281996,2
53,1900,53455,53455,2
53,1900,308600,308600,2
53,1900,98243,98243,2
53,1900,467101,467101,1
53,1900,141998,141998,1
53,1900,466567,466567,2
53,1900,293379,293379,1
53,1900,510081,510081,2
53,1900,374650,374650,2
53,1900,240588,240588,4
53,1900,351353,351353,3
53,1900,44007,44007,1
53,1900,134124,134124,2
53,1900,257162,257162,2
53,1900,369890,369890,1
53,1900,294448,294448,2
53,1900,319808,319808,1
53,1900,510633,510633,4
53,1900,319728,319728,2
53,1900,2945,2945,2
53,1900,325493,325493,2
53,1900,379346,379346,2
53,1900,258850,258850,2
53,1900,152564,152564,2
53,1900,129274,129274,2
53,1900,135783,135783,1
53,1900,7705,7705,1
53,1900,98780,98780,2
53,1900,330198,330198,1
53,1900,382818,382818,2
53,1900,123078,123078,3
53,1900,170252,170252,2
53,1900,252799,252799,2
53,1900,177710,177710,1
53,1900,502854,502854,2
53,1900,88019,88019,3
53,1900,410182,410182,1
53,1900,427866,427866,4
53,1900,380375,380375,1
53,1900,351093,351093,6
53,1900,170324,170324,4
53,1900,5037,5037,2
53,1900,179080,179080,5
53,1900,384907,384907,1
53,1900,133079,133079,4
53,1900,239770,239770,2
53,1900,169380,169380,2
53,1900,319824,319824,4
53,1900,122143,122143,3
53,1900,80140,80140,1
53,1900,505422,505422,5
53,1900,375445,375445,2
53,1900,316582,316582,3
53,1900,377668,377668,4
53,1900,182422,182422,3
53,1900,244289,244289,4
53,1900,173001,173001,3
53,1900,182144,182144,3
53,1900,151231,151231,1
53,1900,14498,14498,4
53,1900,78545,78545,2
53,1900,424759,424759,3
53,1900,475375,475375,3
53,1900,127822,127822,4
53,1900,368810,368810,1
53,1900,294913,294913,1
53,1900,443726,443726,1
53,1900,522412,522412,2
53,1900,67039,67039,4
53,1900,350556,350556,7
53,1900,577429,577429,7
53,1900,731936,731936,2
53,1900,802047,802047,1
53,1900,678597,678597,1
53,1900,637650,637650,2
53,1900,914864,914864,2
53,1900,947234,947234,2
53,1900,737895,737895,2
53,1900,918836,918836,3
53,1900,607091,607091,4
53,1900,704259,704259,1
53,1900,549512,549512,3
53,1900,554451,554451,2
53,1900,798338,798338,5
53,1900,547845,547845,1
53,1900,737464,737464,2
53,1900,1002766,1002766,3
53,1900,542453,542453,4
53,1900,787062,787062,2
53,1900,790054,790054,1
53,1900,890950,890950,3
53,1900,612629,612629,1
53,1900,995705,995705,4
53,1900,985399,985399,2
53,1900,1007362,1007362,1
53,1900,734763,734763,4
53,1900,1004504,1004504,2
53,1900,903744,903744,1
53,1900,746365,746365,3
53,1900,708104,708104,1
53,1900,733723,733723,5
53,1900,608583,608583,2
53,1900,917590,917590,2
53,1900,1022303,1022303,5
53,1900,691212,691212,3
53,1900,677301,677301,2
53,1900,575834,575834,3
53,1900,1007260,1007260,2
53,1900,768095,768095,4
53,1900,556039,556039,2
53,1900,900096,900096,4
53,1900,990286,990286,3
53,1900,576671,576671,1
53,1900,1005603,1005603,2
53,1900,952726,952726,2
53,1900,949621,949621,1
53,1900,868123,868123,2
53,1900,751426,751426,3
53,1900,676827,676827,2
53,1900,815115,815115,1
53,1900,695315,695315,2
53,1900,1036634,1036634,4
53,1900,986913,986913,4
53,1900,757570,757570,2
53,1900,746209,746209,1
53,1900,1048163,1048163,3
53,1900,721591,721591,4
53,1900,1040523,1040523,1
53,1900,878397,878397,2
53,1900,664420,664420,3
53,1900,897977,897977,1
53,1900,907871,907871,3
53,1900,762501,762501,2
53,1900,721127,721127,1
53,1900,935251,935251,2
53,1900,975937,975937,3
53,1900,972494,972494,1
53,1900,684390,684390,2
53,1900,588672,588672,2
53,1900,699744,699744,4
53,1900,749473,749473,2
53,1900,795541,795541,1
53,1900,529193,529193,5
53,1900,721899,721899,1
53,1900,1030057,1030057,1
53,1900,595228,595228,6
53,1900,771530,771530,2
53,1900,978931,978931,2
53,1900,724066,724066,2
53,1900,688291,688291,4
53,1900,876942,876942,5
53,1900,569252,569252,3
53,1900,568533,568533,2
53,1900,1033119,1033119,2
53,1900,957995,957995,4
53,1900,568812,568812,1
53,1900,536078,536078,2
53,1900,581707,581707,3
53,1900,860299,860299,2
53,1900,987744,987744,1
53,1900,653370,653370,2
53,1900,1034173,1034173,4
53,1900,723328,723328,3
53,1900,716419,716419,3
53,1900,582526,582526,2
53,1900,1014654,1014654,2
53,1900,1014722,1014722,1
53,1900,880963,880963,4
53,1900,662148,662148,1
53,1900,846335,846335,4
53,1900,979104,979104,4
53,1900,625832,625832,3
53,1900,662648,662648,2
53,1900,761755,761755,2
53,1900,929620,929620,1
53,1900,929744,929744,2
53,1900,929833,929833,2
53,1900,717576,717576,3
53,1900,761437,761437,2
53,1900,717213,717213,3
53,1900,827400,827400,1
53,1900,715266,715266,1
53,1900,583674,583674,4
53,1900,908098,908098,2
53,1900,785200,785200,1
53,1900,656461,656461,3
53,1900,603912,603912,2
53,1900,1042967,1042967,1
53,1900,933359,933359,4
53,1900,566556,566556,1
53,1900,656638,656638,3
53,1900,566681,566681,2
53,1900,933071,933071,1
53,1900,605917,605917,3
53,1900,780933,780933,2
53,1900,884473,884473,2
53,1900,775167,775167,2
53,1900,931865,931865,4
53,1900,957635,957635,6
53,1900,605934,605934,2
53,1900,546186,546186,2
53,1900,728269,728269,2
53,1900,848999,848999,2
53,1900,758463,758463,4
53,1900,606884,606884,2
53,1900,874253,874253,7
53,1900,899736,899736,4
53,1900,786125,786125,2
53,1900,792458,792458,2
53,1900,943629,943629,2
53,1900,924372,924372,1
53,1900,559503,559503,1
53,1900,874728,874728,4
53,1900,940737,940737,4
53,1900,1025876,1025876,3
53,1900,815718,815718,2
53,1900,682435,682435,1
53,1900,974124,974124,2
53,1900,819869,819869,1
53,1900,696392,696392,3
53,1900,729343,729343,2
53,1900,571428,571428,1
53,1900,663536,663536,2
53,1900,1035294,1035294,2
53,1900,739867,739867,1
53,1900,595309,595309,2
53,1900,783156,783156,1
53,1900,974071,974071,2
53,1900,672508,672508,1
53,1900,956144,956144,2
53,1900,907675,907675,3
53,1900,994495,994495,2
53,1900,1038686,1038686,3
53,1900,572393,572393,2
53,1900,629220,629220,1
53,1900,629285,629285,2
53,1900,651590,651590,1
53,1900,895517,895517,1
53,1900,747633,747633,2
53,1900,561993,561993,1
53,1900,724995,724995,2
53,1900,651221,651221,1
53,1900,725642,725642,1
53,1900,711212,711212,3
53,1900,650859,650859,3
53,1900,957032,957032,3
53,1900,787893,787893,5
53,1900,963913,963913,2
53,1900,803568,803568,2
53,1900,987117,987117,2
53,1900,913202,913202,2
53,1900,894981,894981,2
53,1900,956611,956611,3
53,1900,990532,990532,1
53,2003,1250811,1250811,2
53,2003,1108630,1108630,2
53,2003,1266671,1266671,2
53,2003,1159406,1159406,4
53,2003,1144272,1144272,1
53,2003,1060590,1060590,5
53,2003,1250546,1250546,5
53,2003,1111964,1111964,2
53,2003,1304837,1304837,2
53,2003,1238118,1238118,5
53,2003,1352136,1352136,4
53,2003,1198256,1198256,2
53,2003,1302043,1302043,4
53,2003,1377342,1377342,3
53,2003,1266230,1266230,4
53,2003,1235186,1235186,1
53,2003,1403596,1403596,4
53,2003,1083491,1083491,2
53,2003,1101871,1101871,2
53,2003,1295606,1295606,3
53,2003,1209346,1209346,3
53,2003,1297624,1297624,1
53,2003,1148859,1148859,3
53,2003,1349469,1349469,4
53,2003,1379521,1379521,1
53,2003,1295254,1295254,1
53,2003,1208275,1208275,2
53,2003,1059180,1059180,2
53,2003,1351271,1351271,2
53,2003,1346728,1346728,1
53,2003,1268339,1268339,2
53,2003,1083749,1083749,4
53,2003,1210556,1210556,2
53,2003,1083423,1083423,2
53,2003,1207289,1207289,3
53,2003,1107523,1107523,1
53,2003,1350511,1350511,2
53,2003,1158573,1158573,2
53,2003,1058704,1058704,2
53,2003,1235725,1235725,1
53,2003,1059413,1059413,4
53,2003,1268067,1268067,3
53,2003,1286159,1286159,2
53,2003,1315659,1315659,4
53,2003,1367790,1367790,4
53,2003,1067276,1067276,1
53,2003,1173197,1173197,3
53,2003,1118489,1118489,2
53,2003,1086794,1086794,4
53,2003,1412444,1412444,2
53,2003,1116930,1116930,2
53,2003,1096992,1096992,1
53,2003,1172448,1172448,3
53,2003,1313831,1313831,4
53,2003,1393017,1393017,4
53,2003,1398665,1398665,3
53,2003,1339527,1339527,2
53,2003,1279269,1279269,2
53,2003,1339850,1339850,1
53,2003,1055786,1055786,5
53,2003,1330382,1330382,2
53,2003,1091968,1091968,2
53,2003,1092951,1092951,3
53,2003,1366637,1366637,3
53,2003,1410609,1410609,4
53,2003,1320323,1320323,5
53,2003,1122574,1122574,1
53,2003,1334216,1334216,2
53,2003,1280917,1280917,3
53,2003,1278864,1278864,4
53,2003,1169798,1169798,1
53,2003,1234137,1234137,1
53,2003,1258415,1258415,3
53,2003,1220067,1220067,3
53,2003,1282922,1282922,2
53,2003,1388871,1388871,1
53,2003,1397732,1397732,2
53,2003,1055136,1055136,3
53,2003,1397768,1397768,2
53,2003,1119312,1119312,2
53,2003,1167590,1167590,2
53,2003,1165213,1165213,5
53,2003,1321976,1321976,4
53,2003,1161635,1161635,4
53,2003,1199009,1199009,1
53,2003,1200400,1200400,2
53,2003,1342162,1342162,2
53,2003,1063957,1063957,4
53,2003,1113824,1113824,5
53,2003,1196039,1196039,4
53,2003,1246380,1246380,1
53,2003,1341850,1341850,1
53,2003,1113282,1113282,7
53,2003,1327409,1327409,2
53,2003,1090410,1090410,2
53,2003,1405175,1405175,2
53,2003,1380455,1380455,3
53,2003,1274909,1274909,2
53,2003,1358697,1358697,4
53,2003,1308785,1308785,5
53,2003,1294119,1294119,2
53,2003,1113669,1113669,4
53,2003,1163928,1163928,4
53,2003,1097733,1097733,2
53,2003,1374211,1374211,2
53,2003,1252828,1252828,2
53,2003,1164907,1164907,4
53,2003,1116212,1116212,2
53,2003,1276781,1276781,2
53,2003,1179412,1179412,1
53,2003,1246922,1246922,4
53,2003,1288460,1288460,1
53,2003,1412877,1412877,3
53,2003,1252532,1252532,2
53,2003,1328604,1328604,4
53,2003,1371251,1371251,2
53,2003,1341688,1341688,3
53,2003,38518,38518,3
53,2003,444764,444764,3
53,2003,423297,423297,3
53,2003,199550,199550,3
53,2003,347497,347497,2
53,2003,521961,521961,3
53,2003,1488,1488,5
53,2003,367772,367772,3
53,2003,505715,505715,1
53,2003,230581,230581,4
53,2003,79536,79536,2
53,2003,424677,424677,1
53,2003,474710,474710,2
53,2003,69284,69284,4
53,2003,315403,315403,2
53,2003,181694,181694,2
53,2003,259589,259589,2
53,2003,288477,288477,2
53,2003,85695,85695,3
53,2003,149875,149875,5
53,2003,97653,97653,4
53,2003,508595,508595,3
53,2003,327598,327598,2
53,2003,327792,327792,2
53,2003,347928,347928,2
53,2003,234194,234194,1
53,2003,388050,388050,2
53,2003,264399,264399,2
53,2003,266763,266763,4
53,2003,522365,522365,1
53,2003,266473,266473,1
53,2003,421088,421088,5
53,2003,391787,391787,2
53,2003,245113,245113,1
53,2003,405193,405193,3
53,2003,184569,184569,3
53,2003,391556,391556,2
53,2003,470806,470806,4
53,2003,365544,365544,4
53,2003,261560,261560,2
53,2003,377145,377145,2
53,2003,522071,522071,2
53,2003,193952,193952,1
53,2003,229427,229427,4
53,2003,757,757,2
53,2003,186575,186575,2
53,2003,389697,389697,2
53,2003,103092,103092,2
53,2003,185030,185030,3
53,2003,505213,505213,2
53,2003,445111,445111,1
53,2003,315261,315261,3
53,2003,257024,257024,3
53,2003,522097,522097,5
53,2003,81751,81751,3
53,2003,329948,329948,2
53,2003,379043,379043,3
53,2003,6214,6214,4
53,2003,322906,322906,2
53,2003,294497,294497,2
53,2003,153103,153103,4
53,2003,437475,437475,1
53,2003,477881,477881,2
53,2003,476678,476678,2
53,2003,329304,329304,3
53,2003,429913,429913,1
53,2003,70811,70811,1
53,2003,374433,374433,3
53,2003,291772,291772,2
53,2003,125248,125248,2
53,2003,130206,130206,1
53,2003,241240,241240,5
53,2003,174630,174630,2
53,2003,379391,379391,4
53,2003,76879,76879,1
53,2003,129720,129720,2
53,2003,81171,81171,2
53,2003,126040,126040,4
53,2003,77382,77382,2
53,2003,248241,248241,2
53,2003,374400,374400,1
53,2003,406980,406980,2
53,2003,46428,46428,2
53,2003,129371,129371,4
53,2003,120171,120171,7
53,2003,510435,510435,1
53,2003,426657,426657,4
53,2003,235105,235105,3
53,2003,326372,326372,1
53,2003,84419,84419,3
53,2003,37196,37196,2
53,2003,242151,242151,3
53,2003,199211,199211,4
53,2003,238607,238607,4
53,2003,120907,120907,4
53,2003,82742,82742,4
53,2003,179216,179216,4
53,2003,512478,512478,3
53,2003,200968,200968,2
53,2003,291250,291250,4
53,2003,83589,83589,2
53,2003,475197,475197,4
53,2003,2009,2009,1
53,2003,41396,41396,4
53,2003,351817,351817,5
53,2003,372986,372986,1
53,2003,434561,434561,2
53,2003,235211,235211,1
53,2003,440177,440177,3
53,2003,461001,461001,5
53,2003,51397,51397,3
53,2003,61676,61676,3
53,2003,303856,303856,3
53,2003,274389,274389,5
53,2003,59894,59894,2
53,2003,343428,343428,4
53,2003,491617,491617,4
53,2003,163255,163255,2
53,2003,485990,485990,2
53,2003,274210,274210,3
53,2003,309799,309799,2
53,2003,92542,92542,1
53,2003,220373,220373,4
53,2003,485717,485717,3
53,2003,90639,90639,3
53,2003,403548,403548,1
53,2003,346032,346032,2
53,2003,222104,222104,5
53,2003,222267,222267,1
53,2003,307469,307469,5
53,2003,220978,220978,2
53,2003,339548,339548,2
53,2003,276770,276770,2
53,2003,196162,196162,2
53,2003,334585,334585,3
53,2003,91813,91813,5
53,2003,273359,273359,1
53,2003,217880,217880,1
53,2003,34423,34423,5
53,2003,25183,25183,2
53,2003,493611,493611,2
53,2003,189224,189224,4
53,2003,161112,161112,6
53,2003,192141,192141,1
53,2003,60882,60882,1
53,2003,160902,160902,2
53,2003,93689,93689,2
53,2003,142875,142875,6
53,2003,344208,344208,3
53,2003,91757,91757,2
53,2003,157175,157175,3
53,2003,345376,345376,2
53,2003,401260,401260,5
53,2003,484573,484573,3
53,2003,23518,23518,1
53,2003,193941,193941,2
53,2003,186368,186368,6
53,2003,342109,342109,4
53,2003,214216,214216,4
53,2003,140507,140507,2
53,2003,420811,420811,2
53,2003,451462,451462,4
53,2003,148109,148109,4
53,2003,225246,225246,1
53,2003,20287,20287,4
53,2003,50509,50509,4
53,2003,280842,280842,2
53,2003,414148,414148,2
53,2003,305424,305424,4
53,2003,337140,337140,2
53,2003,63752,63752,3
53,2003,420838,420838,2
53,2003,394131,394131,4
53,2003,212483,212483,2
53,2003,497077,497077,5
53,2003,344958,344958,3
53,2003,404749,404749,2
53,2003,498138,498138,2
53,2003,214908,214908,1
53,2003,219729,219729,3
53,2003,302555,302555,1
53,2003,452785,452785,2
53,2003,492790,492790,1
53,2003,400459,400459,3
53,2003,36136,36136,2
53,2003,476386,476386,2
53,2003,458944,458944,5
53,2003,20896,20896,5
53,2003,105987,105987,2
53,2003,569479,569479,5
53,2003,891168,891168,4
53,2003,593279,593279,4
53,2003,889053,889053,4
53,2003,1037503,1037503,2
53,2003,888664,888664,3
53,2003,581484,581484,3
53,2003,989358,989358,5
53,2003,837501,837501,2
53,2003,650731,650731,3
53,2003,888593,888593,5
53,2003,899244,899244,2
53,2003,812276,812276,4
53,2003,933001,933001,2
53,2003,1000053,1000053,4
53,2003,812298,812298,2
53,2003,931705,931705,4
53,2003,626607,626607,5
53,2003,958174,958174,1
53,2003,931471,931471,4
53,2003,856363,856363,1
53,2003,546277,546277,4
53,2003,999827,999827,2
53,2003,1032052,1032052,2
53,2003,794945,794945,3
53,2003,565800,565800,2
53,2003,930661,930661,3
53,2003,545595,545595,2
53,2003,568541,568541,2
53,2003,746604,746604,2
53,2003,628734,628734,4
53,2003,1001287,1001287,2
53,2003,542055,542055,3
53,2003,653059,653059,4
53,2003,976426,976426,3
53,2003,1033323,1033323,3
53,2003,609004,609004,2
53,2003,544302,544302,2
53,2003,538767,538767,3
53,2003,609631,609631,5
53,2003,1034059,1034059,4
53,2003,958305,958305,2
53,2003,958491,958491,4
53,2003,609937,609937,2
53,2003,652860,652860,5
53,2003,542533,542533,2
53,2003,641094,641094,5
53,2003,878047,878047,2
53,2003,728061,728061,2
53,2003,864091,864091,2
53,2003,987095,987095,4
53,2003,740275,740275,1
53,2003,782890,782890,2
53,2003,874442,874442,1
53,2003,728606,728606,1
53,2003,727000,727000,2
53,2003,728719,728719,2
53,2003,602079,602079,4
53,2003,876914,876914,3
53,2003,791368,791368,1
53,2003,603075,603075,2
53,2003,766805,766805,1
53,2003,723039,723039,1
53,2003,535428,535428,4
53,2003,874543,874543,2
53,2003,948416,948416,2
53,2003,950856,950856,4
53,2003,638050,638050,5
53,2003,524276,524276,2
53,2003,839972,839972,1
53,2003,865731,865731,3
53,2003,986512,986512,2
53,2003,638681,638681,3
53,2003,1006298,1006298,4
53,2003,638753,638753,3
53,2003,1044040,1044040,1
53,2003,640028,640028,1
53,2003,872776,872776,2
53,2003,633781,633781,2
53,2003,840938,840938,4
53,2003,600358,600358,2
53,2003,872964,872964,2
53,2003,864447,864447,3
53,2003,634868,634868,3
53,2003,885346,885346,3
53,2003,982016,982016,4
53,2003,605305,605305,1
53,2003,645801,645801,2
53,2003,645969,645969,1
53,2003,941523,941523,3
53,2003,771228,771228,2
53,2003,743761,743761,2
53,2003,942998,942998,3
53,2003,535534,535534,4
53,2003,943987,943987,2
53,2003,843916,843916,2
53,2003,744489,744489,1
53,2003,649569,649569,4
53,2003,712297,712297,2
53,2003,988751,988751,4
53,2003,887396,887396,4
53,2003,1038996,1038996,3
53,2003,695509,695509,3
53,2003,720105,720105,1
53,2003,632762,632762,3
53,2003,531708,531708,6
53,2003,879181,879181,1
53,2003,838710,838710,1
53,2003,862545,862545,1
53,2003,1043209,1043209,2
53,2003,572839,572839,2
53,2003,881342,881342,2
53,2003,572797,572797,5
53,2003,710234,710234,1
53,2003,830096,830096,2
53,2003,579802,579802,2
53,2003,644193,644193,2
53,2003,532021,532021,2
53,2003,880408,880408,1
53,2003,954417,954417,1
53,2003,944272,944272,4
53,2003,765887,765887,1
53,2003,675391,675391,3
53,2003,685250,685250,3
53,2003,816388,816388,3
53,2003,549938,549938,3
53,2003,917966,917966,4
53,2003,756851,756851,2
53,2003,759809,759809,2
53,2003,800032,800032,4
53,2003,1021278,1021278,3
53,2003,681446,681446,4
53,2003,615176,615176,2
53,2003,663302,663302,2
53,2003,561610,561610,5
53,2003,913521,913521,4
53,2003,919760,919760,2
53,2003,969817,969817,1
53,2003,919817,919817,4
53,2003,560575,560575,4
53,2003,994618,994618,2
53,2003,1023633,1023633,2
53,2003,615711,615711,3
53,2003,685313,685313,5
53,2003,665823,665823,3
53,2003,971127,971127,2
53,2003,997500,997500,1
53,2003,999139,999139,2
53,2003,1018555,1018555,1
53,2003,833137,833137,2
53,2003,788454,788454,1
53,2003,907931,907931,2
53,2003,618168,618168,1
53,2003,914641,914641,4
53,2003,961483,961483,2
53,2003,908889,908889,2
53,2003,668659,668659,3
53,2003,670957,670957,2
53,2003,993356,993356,3
53,2003,687345,687345,5
53,2003,664044,664044,2
53,2003,687112,687112,4
53,2003,796685,796685,1
53,2003,550861,550861,2
53,2003,788480,788480,2
53,2003,992763,992763,1
53,2003,556434,556434,2
53,2003,906493,906493,4
53,2003,912080,912080,4
53,2003,583401,583401,1
53,2003,1012338,1012338,2
53,2003,694719,694719,2
53,2003,682166,682166,3
53,2003,922054,922054,2
53,2003,1019778,1019778,2
53,2003,681964,681964,4
53,2003,972294,972294,4
53,2003,962564,962564,2
53,2003,930015,930015,2
53,2003,965318,965318,4
53,2003,565456,565456,6
53,2003,812961,812961,1
53,2003,695312,695312,2
53,2003,911363,911363,1
53,2003,919986,919986,1
53,2003,695105,695105,7
53,2003,831810,831810,7
53,2003,617480,617480,2
53,2003,832032,832032,3
53,2003,846246,846246,1
53,2003,660822,660822,4
53,2003,920532,920532,2
53,2003,587791,587791,1
53,2003,776414,776414,4
53,2003,672806,672806,1
53,2003,992197,992197,2
53,2003,665868,665868,4
53,1404,1329343,1329343,2
53,1404,1243200,1243200,1
53,1404,1364528,1364528,1
53,1404,1086655,1086655,3
53,1404,1346040,1346040,1
53,1404,1291487,1291487,2
53,1404,1375094,1375094,2
53,1404,1086508,1086508,3
53,1404,1099472,1099472,2
53,1404,1276766,1276766,3
53,1404,1254492,1254492,1
53,1404,1305879,1305879,4
53,1404,1139528,1139528,5
53,1404,1412130,1412130,2
53,1404,1359456,1359456,2
53,1404,1201084,1201084,2
53,1404,1281782,1281782,5
53,1404,1309197,1309197,4
53,1404,1095234,1095234,2
53,1404,1375805,1375805,2
53,1404,1120656,1120656,2
53,1404,1228638,1228638,2
53,1404,1053249,1053249,4
53,1404,1404244,1404244,3
53,1404,1112972,1112972,2
53,1404,1113438,1113438,2
53,1404,1073490,1073490,1
53,1404,1063766,1063766,3
53,1404,1324398,1324398,3
53,1404,1387963,1387963,3
53,1404,1274321,1274321,2
53,1404,1070607,1070607,3
53,1404,1397227,1397227,2
53,1404,1204030,1204030,4
53,1404,1071987,1071987,2
53,1404,1395855,1395855,1
53,1404,1070651,1070651,1
53,1404,1087097,1087097,6
53,1404,1096886,1096886,3
53,1404,1243914,1243914,1
53,1404,1065930,1065930,4
53,1404,1111112,1111112,2
53,1404,1175299,1175299,1
53,1404,1391239,1391239,1
53,1404,1175471,1175471,4
53,1404,1251088,1251088,2
53,1404,1349550,1349550,4
53,1404,1065915,1065915,1
53,1404,1095959,1095959,1
53,1404,1201747,1201747,4
53,1404,1328306,1328306,2
53,1404,1169751,1169751,3
53,1404,1288714,1288714,1
53,1404,1399850,1399850,2
53,1404,1361062,1361062,5
53,1404,1373054,1373054,2
53,1404,1134566,1134566,1
53,1404,1090524,1090524,4
53,1404,1112291,1112291,6
53,1404,1253484,1253484,1
53,1404,1343560,1343560,4
53,1404,1302639,1302639,2
53,1404,1361401,1361401,4
53,1404,1271345,1271345,4
53,1404,1285313,1285313,2
53,1404,1304724,1304724,2
53,1404,1350650,1350650,2
53,1404,1059381,1059381,1
53,1404,1324990,1324990,2
53,1404,1229922,1229922,1
53,1404,1217450,1217450,2
53,1404,1184620,1184620,3
53,1404,1292833,1292833,2
53,1404,1060166,1060166,5
53,1404,1318236,1318236,2
53,1404,1355751,1355751,2
53,1404,1153639,1153639,2
53,1404,1101798,1101798,1
53,1404,1214732,1214732,3
53,1404,1157540,1157540,2
53,1404,1401592,1401592,3
53,1404,1347173,1347173,4
53,1404,1384575,1384575,3
53,1404,1354892,1354892,2
53,1404,1262213,1262213,2
53,1404,1297685,1297685,2
53,1404,1366585,1366585,2
53,1404,1380770,1380770,2
53,1404,1354879,1354879,1
53,1404,1385711,1385711,3
53,1404,1310585,1310585,3
53,1404,1082262,1082262,4
53,1404,1199018,1199018,2
53,1404,1137250,1137250,4
53,1404,1413860,1413860,3
53,1404,1209665,1209665,4
53,1404,1104132,1104132,1
53,1404,1322019,1322019,1
53,1404,1262605,1262605,5
53,1404,1324183,1324183,2
53,1404,1246851,1246851,2
53,1404,1136627,1136627,2
53,1404,1280548,1280548,2
53,1404,1058267,1058267,1
53,1404,1365542,1365542,4
53,1404,1382250,1382250,3
53,1404,1099738,1099738,1
53,1404,1062160,1062160,2
53,1404,1191034,1191034,1
53,1404,1266406,1266406,1
53,1404,1346573,1346573,2
53,1404,1320807,1320807,1
53,1404,1303953,1303953,2
53,1404,1160948,1160948,2
53,1404,1261274,1261274,2
53,1404,1321052,1321052,2
53,1404,1238427,1238427,3
53,1404,1114139,1114139,2
53,1404,1257215,1257215,2
53,1404,1279500,1279500,1
53,1404,1305316,1305316,1
53,1404,1151890,1151890,4
53,1404,1053286,1053286,3
53,1404,1132873,1132873,2
53,1404,1279375,1279375,2
53,1404,1264343,1264343,3
53,1404,1117327,1117327,2
53,1404,1367658,1367658,3
53,1404,1127174,1127174,3
53,1404,462608,462608,2
53,1404,193174,193174,4
53,1404,308450,308450,2
53,1404,113767,113767,5
53,1404,459244,459244,3
53,1404,363269,363269,2
53,1404,190185,190185,2
53,1404,459420,459420,1
53,1404,494606,494606,3
53,1404,141073,141073,2
53,1404,251029,251029,3
53,1404,25504,25504,4
53,1404,257818,257818,2
53,1404,140962,140962,1
53,1404,363312,363312,3
53,1404,399769,399769,3
53,1404,499341,499341,2
53,1404,104862,104862,1
53,1404,402308,402308,2
53,1404,401553,401553,1
53,1404,401504,401504,1
53,1404,319849,319849,5
53,1404,69976,69976,2
53,1404,356672,356672,7
53,1404,442762,442762,2
53,1404,22542,22542,3
53,1404,181902,181902,3
53,1404,496672,496672,5
53,1404,146569,146569,5
53,1404,228309,228309,2
53,1404,448168,448168,1
53,1404,455849,455849,1
53,1404,188338,188338,2
53,1404,361624,361624,2
53,1404,63281,63281,3
53,1404,143020,143020,4
53,1404,269082,269082,3
53,1404,23720,23720,2
53,1404,357016,357016,5
53,1404,223175,223175,3
53,1404,108245,108245,4
53,1404,184240,184240,2
53,1404,358272,358272,2
53,1404,23255,23255,2
53,1404,393736,393736,4
53,1404,222945,222945,2
53,1404,383903,383903,2
53,1404,202430,202430,2
53,1404,213864,213864,3
53,1404,205722,205722,2
53,1404,214144,214144,5
53,1404,39942,39942,2
53,1404,289993,289993,1
53,1404,1106,1106,2
53,1404,40432,40432,4
53,1404,247183,247183,2
53,1404,291367,291367,4
53,1404,132720,132720,3
53,1404,203241,203241,4
53,1404,42730,42730,1
53,1404,215311,215311,2
53,1404,468013,468013,2
53,1404,40249,40249,4
53,1404,208536,208536,4
53,1404,34311,34311,2
53,1404,210640,210640,2
53,1404,126693,126693,4
53,1404,284359,284359,4
53,1404,35264,35264,4
53,1404,212092,212092,5
53,1404,289574,289574,4
53,1404,32319,32319,3
53,1404,202081,202081,1
53,1404,124601,124601,4
53,1404,382466,382466,2
53,1404,213147,213147,3
53,1404,246770,246770,1
53,1404,122964,122964,2
53,1404,288468,288468,5
53,1404,208620,208620,5
53,1404,275764,275764,4
53,1404,293073,293073,2
